rank,score,super_aggressive_priority,super_aggressive_recommendation,match_category,tracker_status,job_title,company_name,location,job_link,source,source_url,date_posted,date_collected,salary_min,salary_max,industry,work_arrangement,parsing_confidence,match_reasons,gaps,missing_skills,red_flags,cv_tailoring_notes,job_description,requirements,responsibilities,raw_text,data_origin,duplicate_group_key,apply_notes
34,40,Priority 4 - Review Quickly,Review,Not Recommended,,Skha Graduate Development Program (SGDP) 2026,PT Nindya,Jakarta,https://lokerbumn.com/info-lowongan-kerja-pt-skha-indonesia/22/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Role match: Graduate Development Program; Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"Skha Graduate Development Program (SGDP) 2026 - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUA...",,,,merged_duplicate,https://lokerbumn.com/info-lowongan-kerja-pt-skha-indonesia/22/2026/,Review quickly before applying.
35,40,Priority 4 - Review Quickly,Review,Not Recommended,,Management Trainee Program Transjakarta 2026,PT Nindya,Jakarta,https://lokerbumn.com/management-trainee-program-transjakarta-2026/22/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Role match: Management Trainee; Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"MT_ODP_MATCH, FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"Management Trainee Program Transjakarta 2026 - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUAT...",,,,merged_duplicate,https://lokerbumn.com/management-trainee-program-transjakarta-2026/22/2026/,Review quickly before applying.
36,40,Priority 4 - Review Quickly,Review,Not Recommended,,PT Puninar Logistics (Triputra Group),PT Puninar,Jakarta,https://www.disnakerja.com/lowongan-kerja-pt-puninar-logistics-triputra-group/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Industry match: Logistics; Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Puninar Logistics (Triputra Group) – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Ju...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-puninar-logistics-triputra-group/,Review quickly before applying.
37,40,Priority 4 - Review Quickly,Review,Not Recommended,,Rekrutmen Officer Development Program (ODP) Information Technology,PT Wana,Jakarta,https://lokerbumn.com/rekrutmen-officer-development-program-odp-information-technology/20/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Role match: ODP; Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"MT_ODP_MATCH, FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"Rekrutmen Officer Development Program (ODP) Information Technology - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT...",,,,merged_duplicate,https://lokerbumn.com/rekrutmen-officer-development-program-odp-information-technology/20/2026/,Review quickly before applying.
38,40,Priority 4 - Review Quickly,Review,Not Recommended,,Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara,PT Wana,Jakarta,https://lokerbumn.com/rekrutmen-fresh-graduate-development-program-pt-wana-rimba-nusantara/18/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Role match: Graduate Development Program; Experience match: Entry level (0-2 years); Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEME...",,,,merged_duplicate,https://lokerbumn.com/rekrutmen-fresh-graduate-development-program-pt-wana-rimba-nusantara/18/2026/,Review quickly before applying.
39,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Adhimix Precast Indonesia,PT Adhimix,Jakarta,https://www.disnakerja.com/pt-adhimix-precast-indonesia/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Adhimix Precast Indonesia – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Jurusan Eko...,,,,merged_duplicate,https://www.disnakerja.com/pt-adhimix-precast-indonesia/,Review quickly before applying.
40,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Amerta Indah Otsuka,PT Amerta,Jakarta,https://www.disnakerja.com/lowongan-kerja-pt-amerta-indah-otsuka/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Amerta Indah Otsuka – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori Fresh Gr...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-amerta-indah-otsuka/,Review quickly before applying.
41,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Astra Agro Lestari Tbk,PT Astra,Jakarta,https://www.disnakerja.com/lowongan-kerja-pt-astra-agro-lestari-tbk/,Disnakerja - Management Trainee Page 2,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Astra Agro Lestari Tbk – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Jurusan Ekonom...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-astra-agro-lestari-tbk/,Review quickly before applying.
42,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Caterpillar Indonesia,PT Caterpillar,Jakarta,https://www.disnakerja.com/lowongan-kerja-pt-caterpillar-indonesia/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Caterpillar Indonesia – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori Fresh ...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-caterpillar-indonesia/,Review quickly before applying.
43,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Hyundai Motor Manufacturing Indonesia,PT Hyundai,Jakarta,https://lokerbumn.com/rekrutmen-di-pt-hyundai-motor-manufacturing-indonesia/21/2025/,LokerBumn - Fresh Graduate,,,,,,,,90.0,Experience match: Entry level (0-2 years); Industry match: Manufacturing; Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"PT Hyundai Motor Manufacturing Indonesia  - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADUATE M...",,,,merged_duplicate,https://lokerbumn.com/rekrutmen-di-pt-hyundai-motor-manufacturing-indonesia/21/2025/,Review quickly before applying.
44,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Multicert Global Indonesia,PT Multicert,Jakarta,https://www.disnakerja.com/pt-multicert-global-indonesia/,Disnakerja - Jobs,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Multicert Global Indonesia – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Jurusan Ek...,,,,merged_duplicate,https://www.disnakerja.com/pt-multicert-global-indonesia/,Review quickly before applying.
45,30,Priority 4 - Review Quickly,Review,Not Recommended,,Future Leadership Program – Seven Retail Group,PT Nindya,Jakarta,https://lokerbumn.com/lowongan-kerja-dari-seven-retail-group/20/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Industry match: Retail; Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"Future Leadership Program - Seven Retail Group - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE FRESH GRADU...",,,,merged_duplicate,https://lokerbumn.com/lowongan-kerja-dari-seven-retail-group/20/2026/,Review quickly before applying.
46,30,Priority 4 - Review Quickly,Review,Not Recommended,,Rekrutmen Adaro Logistics Professional Program (ALPP) 2026,PT Nindya,Jakarta,https://lokerbumn.com/rekrutmen-adaro-logistics-professional-program-alpp-2026/11/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Industry match: Logistics; Leadership/Execution fit; Education match: D4 Bisnis Internasional Unpad; Willing to relocate (nationwide),Requires 5+ years experience,,"FRESH_GRAD_ACCEPTED, NATIONWIDE_PLACEMENT, EXPERIENCE_TOO_HIGH",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,"Rekrutmen Adaro Logistics Professional Program (ALPP) 2026 - Karir dan Info Skip to content Kamis, 7 Mei 2026 News Rekrutmen Priority Banking Head dan Priority Banking Manager Bank Syariah Nasional Rekrutmen Fresh Graduate Development Program PT Wana Rimba Nusantara Rekrutmen BRILiaN Banking Associate Program (BBAP) BRI Region 15 Tahun 2026 Rekrutmen PT Nindya Karya BCA Management Trainee (MT) Program 2026 Batch 1 MENU Hubungi Kami Kategori LOKER SMA/SMK LOKER S1 LOKER D3 BUMN MANAGEMENT TRAINEE...",,,,merged_duplicate,https://lokerbumn.com/rekrutmen-adaro-logistics-professional-program-alpp-2026/11/2026/,Review quickly before applying.
47,30,Priority 4 - Review Quickly,Review,Not Recommended,,Hiring Frontliner BRI Branch Office Bandung AH Nasution,PT Nindya,Jakarta,https://lokerbumn.com/hiring-frontliner-bri-branch-office-bandung-ah-nasution/21/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://lokerbumn.com/hiring-frontliner-bri-branch-office-bandung-ah-nasution/21/2026/,Review quickly before applying.
48,30,Priority 4 - Review Quickly,Review,Not Recommended,,Rekrutmen PJLP di lingkungan Pusdiklat Kepemimpinan dan Manajemen BPPK Kementerian Keuangan,PT Nindya,Jakarta,https://lokerbumn.com/rekrutmen-pjlp-di-lingkungan-pusdiklat-kepemimpinan-dan-manajemen-bppk-kemenkeu/21/2026/,LokerBumn - Management Trainee,,,,,,,,90.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://lokerbumn.com/rekrutmen-pjlp-di-lingkungan-pusdiklat-kepemimpinan-dan-manajemen-bppk-kemenkeu/21/2026/,Review quickly before applying.
49,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Partner Impian Milenial (Schoters),PT Partner,Jakarta,https://www.disnakerja.com/pt-partner-impian-milenial-schoters/,Disnakerja - Jobs,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Partner Impian Milenial (Schoters) – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Pe...,,,,merged_duplicate,https://www.disnakerja.com/pt-partner-impian-milenial-schoters/,Review quickly before applying.
50,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Pesta Pora Abadi (Mie Gacoan),PT Pesta,Jakarta,https://www.disnakerja.com/pt-pesta-pora-abadi-mie-gacoan/,Disnakerja - Management Trainee Page 2,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Pesta Pora Abadi (Mie Gacoan) – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Jurusan...,,,,merged_duplicate,https://www.disnakerja.com/pt-pesta-pora-abadi-mie-gacoan/,Review quickly before applying.
51,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Santos Jaya Abadi (Kapal Api Global),PT Santos,Surabaya,https://www.disnakerja.com/pt-santos-jaya-abadi-kapal-api-global/,Disnakerja - MT Blog,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Santos Jaya Abadi (Kapal Api Global) – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage ...,,,,merged_duplicate,https://www.disnakerja.com/pt-santos-jaya-abadi-kapal-api-global/,Review quickly before applying.
52,30,Priority 4 - Review Quickly,Review,Not Recommended,,SAVORIA Group,PT Santos,Jakarta,https://www.disnakerja.com/savoria-djarum-group/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,SAVORIA Group – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori Fresh Graduate SA...,,,,merged_duplicate,https://www.disnakerja.com/savoria-djarum-group/,Review quickly before applying.
53,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Shell Indonesia,PT Shell,Jakarta,https://www.disnakerja.com/lowongan-kerja-pt-shell-indonesia/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Shell Indonesia – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Jurusan Ekonomi dan B...,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-shell-indonesia/,Review quickly before applying.
54,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Surya TOTO Indonesia Tbk,PT Surya,Tangerang,https://www.disnakerja.com/pt-surya-toto-indonesia-tbk/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Surya TOTO Indonesia Tbk – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori Fre...,,,,merged_duplicate,https://www.disnakerja.com/pt-surya-toto-indonesia-tbk/,Review quickly before applying.
55,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT J Resources Asia Pasifik Tbk,PT Surya,Jakarta,https://www.disnakerja.com/pt-j-resources-asia-pasifik-tbk/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT J Resources Asia Pasifik Tbk – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Kategori...,,,,merged_duplicate,https://www.disnakerja.com/pt-j-resources-asia-pasifik-tbk/,Review quickly before applying.
56,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Swakarya Insan Mandiri (SIMGROUP),PT Swakarya,Jakarta,https://www.disnakerja.com/pt-swakarya-insan-mandiri-simgroup/,Disnakerja - Management Trainee,,,,,,,,90.0,Experience match: Entry level (0-2 years); Willing to relocate (nationwide),None detected,,"FRESH_GRAD_ACCEPTED, MAJOR_RISK, NATIONWIDE_PLACEMENT",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,PT Swakarya Insan Mandiri (SIMGROUP) – DISNAKERJA.COM Skip to content Mobile Menu Home MT / ODP BUMN INSTANSI PALM OIL MINING OIL & GAS MANUFAKTUR FRESH GRADUATE INTERN PASANG IKLAN BLOG Fresh Graduate: PT Santos Jaya Abadi (Kapal Api Global) PT Unilever Indonesia Tbk SAVORIA Group PT Partner Impian Milenial (Schoters) Seleksi Terbuka Penerimaan Pegawai Mitra Rumah Sakit Nasional Diponegoro Tahun 2026 PT Surya TOTO Indonesia Tbk PT Astra Komponen Indonesia PT Buana Lintas Lautan Tbk Homepage Tip...,,,,merged_duplicate,https://www.disnakerja.com/pt-swakarya-insan-mandiri-simgroup/,Review quickly before applying.
57,30,Priority 4 - Review Quickly,Review,Not Recommended,,PT Timas Suplindo,PT Timas,Jakarta,https://www.disnakerja.com/lowongan-kerja-pt-timas-suplindo-timas/,Disnakerja - Jobs,,,,,,,,90.0,Willing to relocate (nationwide),None detected,,"MAJOR_RISK, NATIONWIDE_PLACEMENT, VAGUE_JD",Highlight operational leadership and D4 Bisnis Internasional background from Unpad.,,,,,merged_duplicate,https://www.disnakerja.com/lowongan-kerja-pt-timas-suplindo-timas/,Review quickly before applying.
